0,3928
3928,0
1,3928
3928,1
2,3929
3929,2
3,3930
3930,3
0,3931
3931,0
4,3932
3932,4
0,3933
3933,0
5,3934
3934,5
3,3935
3935,3
6,3936
3936,6
7,3932
3932,7
2,3935
3935,2
0,3937
3937,0
6,3938
3938,6
0,3939
3939,0
0,3940
3940,0
8,3941
3941,8
9,3934
3934,9
10,3942
3942,10
0,3943
3943,0
6,3944
3944,6
2,3945
3945,2
5,3946
3946,5
11,3930
3930,11
0,3947
3947,0
2,3948
3948,2
0,3949
3949,0
6,3950
3950,6
12,3931
3931,12
2,3951
3951,2
1,3938
3938,1
1,3939
3939,1
5,3952
3952,5
0,3942
3942,0
2,3947
3947,2
1,3937
3937,1
13,3953
3953,13
14,3929
3929,14
15,3954
3954,15
16,3928
3928,16
17,3945
3945,17
18,3931
3931,18
19,3955
3955,19
18,3928
3928,18
15,3956
3956,15
6,3957
3957,6
9,3946
3946,9
5,3942
3942,5
0,3954
3954,0
20,3958
3958,20
3,3932
3932,3
2,3959
3959,2
6,3960
3960,6
0,3935
3935,0
15,3932
3932,15
5,3961
3961,5
0,3962
3962,0
3,3963
3963,3
0,3946
3946,0
21,3964
3964,21
22,3932
3932,22
3,3942
3942,3
9,3952
3952,9
1,3965
3965,1
23,3966
3966,23
1,3930
3930,1
5,3967
3967,5
5,3939
3939,5
2,3966
3966,2
3,3968
3968,3
0,3969
3969,0
6,3962
3962,6
11,3932
3932,11
3,3970
3970,3
0,3971
3971,0
3,3956
3956,3
2,3931
3931,2
24,3972
3972,24
25,3928
3928,25
15,3931
3931,15
0,3973
3973,0
2,3974
3974,2
3,3975
3975,3
26,3976
3976,26
3,3977
3977,3
27,3943
3943,27
2,3930
3930,2
1,3978
3978,1
5,3933
3933,5
28,3928
3928,28
0,3979
3979,0
29,3947
3947,29
30,3947
3947,30
31,3947
3947,31
6,3930
3930,6
13,3931
3931,13
22,3930
3930,22
0,3934
3934,0
20,3980
3980,20
27,3981
3981,27
2,3982
3982,2
22,3978
3978,22
32,3931
3931,32
0,3983
3983,0
9,3942
3942,9
2,3984
3984,2
2,3985
3985,2
10,3935
3935,10
3,3986
3986,3
3,3987
3987,3
3,3954
3954,3
1,3956
3956,1
2,3946
3946,2
10,3988
3988,10
33,3989
3989,33
27,3942
3942,27
0,3959
3959,0
34,3932
3932,34
1,3934
3934,1
9,3961
3961,9
0,3990
3990,0
3,3991
3991,3
6,3992
3992,6
10,3930
3930,10
3,3939
3939,3
2,3993
3993,2
20,3994
3994,20
35,3942
3942,35
36,3943
3943,36
3,3995
3995,3
0,3930
3930,0
1,3933
3933,1
0,3996
3996,0
37,3997
3997,37
3,3946
3946,3
11,3942
3942,11
1,3962
3962,1
38,3932
3932,38
1,3942
3942,1
2,3998
3998,2
17,3998
3998,17
22,3931
3931,22
29,3999
3999,29
0,3938
3938,0
1,4000
4000,1
2,3965
3965,2
21,3930
3930,21
1,3967
3967,1
0,3956
3956,0
39,3949
3949,39
17,3968
3968,17
9,3967
3967,9
9,3939
3939,9
11,3973
3973,11
40,3935
3935,40
6,4001
4001,6
1,3932
3932,1
41,3972
3972,41
42,3931
3931,42
38,3931
3931,38
35,3946
3946,35
5,4002
4002,5
5,4003
4003,5
43,3928
3928,43
4,4004
4004,4
15,3946
3946,15
44,3934
3934,44
0,3932
3932,0
0,4005
4005,0
17,3935
3935,17
2,4006
4006,2
7,3956
3956,7
2,4007
4007,2
29,3935
3935,29
3,4008
4008,3
45,3931
3931,45
3,4009
4009,3
4,3946
3946,4
0,3970
3970,0
46,4010
4010,46
1,4011
4011,1
3,3934
3934,3
27,3949
3949,27
11,4012
4012,11
35,3930
3930,35
3,4013
4013,3
47,3935
3935,47
2,4014
4014,2
0,4015
4015,0
0,3978
3978,0
3,3941
3941,3
16,3939
3939,16
0,4016
4016,0
48,4017
4017,48
4,4017
4017,4
10,4018
4018,10
34,3956
3956,34
16,4019
4019,16
27,3931
3931,27
2,4020
4020,2
1,3954
3954,1
0,4021
4021,0
2,4022
4022,2
3,4023
4023,3
2,4024
4024,2
32,3996
3996,32
45,3942
3942,45
1,4025
4025,1
2,3934
3934,2
20,3928
3928,20
49,4026
4026,49
2,4027
4027,2
1,4028
4028,1
35,3935
3935,35
2,3999
3999,2
33,4029
4029,33
50,4030
4030,50
17,3951
3951,17
6,4031
4031,6
25,4032
4032,25
27,3930
3930,27
0,4033
4033,0
6,3994
3994,6
3,4034
4034,3
0,3958
3958,0
2,4035
4035,2
0,4036
4036,0
20,4037
4037,20
20,4038
4038,20
2,3949
3949,2
51,3928
3928,51
22,3928
3928,22
2,4039
4039,2
27,3934
3934,27
5,4040
4040,5
4,3930
3930,4
1,3946
3946,1
2,4041
4041,2
52,3935
3935,52
5,4042
4042,5
5,4025
4025,5
6,4043
4043,6
35,4044
4044,35
6,4045
4045,6
0,4046
4046,0
39,4047
4047,39
53,3947
3947,53
54,3947
3947,54
55,3931
3931,55
0,4011
4011,0
6,4048
4048,6
0,3995
3995,0
16,4049
4049,16
56,4035
4035,56
2,4050
4050,2
39,4051
4051,39
39,4052
4052,39
1,4053
4053,1
57,4054
4054,57
6,4020
4020,6
0,3967
3967,0
0,4055
4055,0
58,3976
3976,58
2,4056
4056,2
2,4057
4057,2
1,3931
3931,1
59,3931
3931,59
60,3931
3931,60
61,3935
3935,61
62,3930
3930,62
21,4058
4058,21
1,3973
3973,1
2,4059
4059,2
3,3996
3996,3
9,4002
4002,9
0,4060
4060,0
9,4003
4003,9
27,3956
3956,27
0,4061
4061,0
16,3937
3937,16
25,3937
3937,25
3,4062
4062,3
3,4063
4063,3
0,3988
3988,0
63,4064
4064,63
3,4065
4065,3
6,4066
4066,6
0,4042
4042,0
64,4067
4067,64
21,3932
3932,21
36,3938
3938,36
2,4068
4068,2
5,3988
3988,5
20,3965
3965,20
22,4013
4013,22
11,4023
4023,11
25,3962
3962,25
10,3956
3956,10
4,3956
3956,4
65,3953
3953,65
15,3928
3928,15
3,4069
4069,3
3,4070
4070,3
1,4071
4071,1
38,3930
3930,38
0,4072
4072,0
3,3933
3933,3
66,3976
3976,66
11,4073
4073,11
10,3932
3932,10
37,3932
3932,37
27,3938
3938,27
10,3938
3938,10
3,4074
4074,3
0,4032
4032,0
1,4075
4075,1
0,4075
4075,0
6,4076
4076,6
6,4077
4077,6
39,3942
3942,39
22,3942
3942,22
67,4078
4078,67
0,3977
3977,0
6,4079
4079,6
11,4080
4080,11
68,3944
3944,68
0,3965
3965,0
69,3954
